"pagina","texto","error"
166,"156 RONDAIES MALLORQUINES

—Si-Ia, ci tu

—Jo més que un rellotje, sobre tot ara que Il
veig.

—el de que va un homor

—Jo le hi diré: venia per ter-li guanyar sa
guerra. l

—eQue dius que taràs2

—iQue li faré guanyar sa guerral

—c Tu tot sol

— Amb aquests ormetjos que duc. l

ee —eQUE N0 Sabs tu que d' un Rei no se ""n riuen.
: —lI massa que hu sé. Jo no me ""n ric gens.
: —ecQue tens sa vida molt avorrida, molt avo:
rrida2

—ijEncobeíida ferm la tenc jol

—ldò, torne-te 'n per aquí ont ets vengut, abans
de pus remor.

—Jo me 'n guardaré com de caure. éNo ha fe-
tes Vossa Real Magestat unes dictes: que es qui
li tassa guanyar sa guerra, sia el qui Sía, se casa-
rà amb sa seua fía2

—Sí que les he fetes, però éque no veus que
si te 'n hi vas, a 's temps d' una cucavela de pussa
ja t' hauràn escabetxat2

—eQue n' escabetxen cap que no hi síaP

—No.

—Idò m' hi deix anar, i ja n' haurem raó d' aquí
set o vuit dies si seré jo s' escabetxat o si seràn
ets contraris.

o —cEs el dir que hu dius de bo que hu vols
provar 7

—iVaja si le hi dicl jAposta som vengutl Que
'm menen allà ont es sa guerral... Per un gust,
ique m' hi menent
",NA
167,"EN PERA DES FORN 157

Com el Rei ei va veure tan encarat, i per altre
vent que tots ets demés que s' eren presentats ha-
víen feta quetxa, va dir:

—No res, demà dematí jo me'n hi vaig, i po-
ràs venir derrera noltros, i t espassaràs es mal
de ventre. l

—Entenguem-mos, diu En Pere, per jo acabar
sa guerra, hem d'anar a mantengut jo i aquests
animalons.

—No tengas ansia, diu el Rei, no vos faltarà
manteniment, tant menjeu.

Lo endemà ben dematí partiren cap a sa gue-
rra, i el Rei no se poría treure des cap En Pere.

—jE-hu he de veure, deia ell, que tarà aquest
bo d'homol No porà dir que no l'haja avisat.
iQue d' aviat ell, s' ase i demés animalets los veu-
rem cames al aire i esclatatsi jiEll se deu creure —
que tot es bufar i fer ampolles:

Arriben, i se comença a preparar la cosa p' es
combat. 7

—Senyor Rei, digué En Pere, demàn per anar dat
devant de tot.

—lIdò ja t' hi pots posar. a

—En haver de rompre es toc, que 'm pegan crit

de j/Hala, Pere/

Com la cosa estigué enrengada, tot s' exércit
se posa en moviment, i En Pere, pipa encesa, de-
vant devant, demunt s'ase, amb so pal-i-tocs i s'
espaseta en sa mà, i es ca i es moix a cada banda
d' escorbeis.

Tot amb-u sent que li criden: /Ha/a, Pere/

Ell aquí diu:

—jiPer virtut del vell-marí,
que 's contraris no puguen ferir
P
",NA
168,"158 RONDAIES MALLORQUINES
ni s'ase ni 'S ca ni 's Moix ni a míl
i que es que noltros toquem
imenjen terra ferm)
Dit això, pega cimada an en Gelat i una bona :
ponyida an es golés, i aquell animal ide quatres
cap an ets contrarisl que 'l reberen amb una cala-
bruixada de pedres, però no sé que era: no 'l te-
rien.
—iPal-i-tocs, tes lo que sabs teri diu l homo.
iEspaseta, taia collsi
iEspaseta, no li amollsl
l es pal-i-tocs, igarrotades a dreta i a esquerral
4 i amb cada ventai un homo estés. l s' espaseta
iespasades d' un vent i de s'altrel i amb cada re-
vés un coll taiat. l En Pere ponyides an es golés
de s'ase, i S'ase cosses i alçades de cul, i, en I
tocar homo, ja no se 'n anava a penedir a Roma: 1
queia en terra tan llarc com era, i es ca i es moix
de dalt ets escorbeis imossegades i. arpadesi en
veure cap contrari avinent, i aquell contrari fufup (
pegava de copes, i ja no se 'n aixecava. Í es pal-i-
tocs que no s'aturava d'esclatar, caps i s' espa-
seta de taiar colls, i s' ase, es ca i es moix d' es-
baltir gent amb ses potes, amb ses barres, amb .
ses ungles, i aviat e-hi hagué una estesa d' ho-
mos, que feia teredat.
eQue me'n direu2 Ell com ets contraris veren l
es joc tan mal entaulat, se posen a recular, i aviat
ja deixaren es caminar p' es córrer, i e-hu donaren
a ses cames, carrera uberta, cridant:
sé —iQui 's pot salvar, que 's salvi l
, En Pere los encalçà una estona, però no los
pogué seguir, i al punt los varen haver perduts
de vista: ja no los veren pus, ni noves.
i
I
",NA
169,"I EN PERE DES FORN 159
El Rei no hi cabía de content, tot-hom botava
d' alegría. l
An En Pere, s'ase, es ca, es moix, es pal-i-
tocs i s'espaseta los passetjaren en triunfo per Vert
tot. : Se
El Rei digué:
—Paraula de Rei no pot mentir: En Pere ha
acabada sa guerraP En Pere s' ha de casar amb sa
meua fia. do 3
A ella li sabía una mica de greu així meteix,
com el veia tan revescós.
Li llevaren una mica es grops, l'esporgaren i
l enllestiren lo millor que saberen, i se va fer
s'esclafit, vui dir, se casaren, i venguen festes i
sarau per llarc.
Í En Pere que mai volgué abandonar s' ase, es
ca, es moix, es pal-i-tocs i s' espaseta, i tot-hom
li vel'lava es ble una cosa de no dir.
j I, respectat de tot-hom, va viure amb sa fia del
Rei com Juseph i María, anys i més anys:
ijo me'n vaig venir
amb un capellet de vidre,
i ets atlots pe 'S camí,
maquets i maquets,
i no me 'n deixaren bocí.
Torre Nova, Agost de 1897.
— oa a —
",NA
170,"G——SS——SDO——DS——SeO——DED——E
EC IC DC DE Lo dC DC El ,
3 (1
S'ESTUDIANT DE SA COVA DE SALAMANÇA
: —— Le o—t—
Aux era un homo d'Artà que tenía un fii
. ri 3
——— molt etxerevit, que havía nom Juanet. L
envià a estudiar a sa Cova de Salamanca, que era
s' escola aont apreníen més, i e-hi enviaven tots
ets al'lots que tenien mes suc de cervell.

Des cap d'un parei d'anys l homo va creure
que s' al'lot ja hauría aprés que li bastaria, i se 'n
hi anà, passat Tots Sants, per menar-lo-se ""n.

Com es mestre ""I sent, diu:

—No res: ara meteix los taré sortir tots: i Si el
coneixeu, el vos ne menau.

(1) La'm contaren el sen Toni Corder i el sen Toni Nebot, Leu, de
So 'n Servera: i el sen Sebastià Sene/ i En Juan Pussa, de Sant Llorens
des Cardessar.

Aguesta rondaia se veu que ve d' aquell temps que la gent confonia
la vertadera ciencia amb les arts màgiques, 1 se figurava que ets qui
estudiaven era d' aquestes arts que apreníen. Així varen néixer les tra-

ú dicions de les les coves de Toledo i Salamanca, com escoles de magia,
perque Toledo quant la hagué presa an ets moros Alíonso VI l' any
1085, i Salamanca quant s' hi fundà l' Universidat a principis del sigle
XIII, foren grans centres d' ilustració, aont acudíen estudiants a betzef
de Espanya i fora de Espanva. La fama de l' Universidat Salmantina
penetrà de tal manera dins el cor del poble mallorquí, que la cova o es-
cola de magia que el poble castellà situà devora aquella ciutat, el ma-
llorquí la situà Mallorca, devers les muntanyes d' Artà. Sobre les
Coves de Toledo I Salamanca se pot veure lo que 'n diu En Menendez i
Pelayo, Heter. T. Í. p. 579-588.
",NA
171,"S' ESTUDIANT DE SA COVA... 161

—dEs meu tii vol que no conega

—ldò no 'n parlem pus. l

eQue me 'n direu Ell teu sortir tots ets estu-

I diants en forma de calàpets, i allà los hauríeu vists
tots /reque-trec treque-trec per Sa terra.

N'hi hagué un que s'aturà devant s' artaner, i
amb una cameta de devant se torcava ets uis. L'
homo se 'n adonà així meteix, però ses derreres
que tengué de perpensar-se.

Ja li vengué ben de nou aquella partida de ca-
làpets.

Com toren passats, es mestre li demana:

—e Que no l e-hu coneguts

—iCom l'he d'haver conegut, si encara no
m' e-hu mostrat més que calapetumP diu s' artaner,
més de mig cremat.

—iBona casta de calapetum, diu es mestre.
iEts meus estudiants eren ellique son passatsi Í
éque no sabeu que jo d'ets homos en tas lo que
vui2... €O vos figuràveu que jo'm mocava amb
sa mànega, i que 'm requintaría amb so mostrar-
los just de lletra i contes2 Es qui surt examinat
de sa meua escola, jja li poren posar es dogal de-
munt es colll ni e-hi ha perill que travel, amb tota
sa mala petja del mon: sempre troba torat per ont
passar...

Podeu ter comptes quins uis devía badar s' arta-
ner com sentía aquestes comandassions. Capet-
jant deia entre sí meteix:

—iNo es mala berba aquestal Però equi ha vist
mai fer-me tornar s' al'lot calàpet2... iBona la
vaig fer d'enviar-lo aquíl... iMal no hi hagués
pensatl iAménl... Sobre tot, isi el puc treure ho-
mo dret i condret, no serà resi

Tom. lll—11
",NA
172,"162 RONDAIES MALLORQUINES

El pobre no hi veia de cap bolla. Tot ple d'
angunia, romangué per veure Si d'un vent o s' al-
tre treuría s' al'lot, perque vos assegur que le hi
tenía ben mal a pler dins sa Cova.

En sa nit devers les dotze sentí petjades que
s' acostaven, i una veu que li digué:

—Mon pare, ci com no m' e-hu, conegutP iJo era
aquell calapetet qui se torcava ets uis amb una
cameta. Com vos he vist, que vos me miràveu i
no 'm coneixíeu, no he pogut pus, i he esclatat
en plors. Si demà mos torna fer Sortir, i en veis
cap que taça sa meteixa senya, seré jo.

Sa veu s'apagà, ses petjades s' allunyaren, i
no donaren temps a s' artaner de dir res.

—No res, li diu es mestre lo endemà, perque
sou vos, les vos tornaré fer passar per devant.

Obri una partida de portes i batiports, i /regue-
trec treque-trec S' entrega sa partida de calàpets,
de bot de bot per sa terra.

N'hi tornà haver un qui se torcava ets uis amb
una cameta.

S' artaner mirava arreu ferm, el repara i diu:

o —Aquest es mon fii. -
que hu hèu —Si que'u e-hu endevinat, digué es mestre,
tot sorprés des bon ui que havía tengut s' artaner.

—Jo meteix me som fet es dogal, digué petit,
que aquest no 'l sentís. —iPerò e-hu veurem si el
se 'n menardl

Se gira a s' artaner, i li diu:

—Mirau, per jo deixar sortir es vostro al'lot a
llivell de no tornar, primer ha d'haver feta una
proesa. D' aquí no surt ningú sensa estar exami-
nat: s'exàmen serà que se 'n vaja a pendre ets
botifarrons a una possessió de per aquí devora
que hagen fetes matançes.
",NA
173,"S' ESTUDIANT DE SA COVA... 163

E-hu diuen a s' al'lot, i s' al'lot contesta: í

—lIdò ja veure aont tenc d' anarl

—A sa Ca-nova, (1) que mataren ets porcs des-
puisair. Ho sé perque mos enviaren present, com
e-hu tenen de costum. L' amo estudià aquí també,
i no se 'n oblida des mestre.

—Idò me 'n hi vaig, diu s' al'lot.

Pren es tapinets, i cap a sa Ca-nova.

Mirà be tots es camins, tiranys i dresseres que
de sa Cova de Salamanca duien a sa Ca-nova:
es camí bo feia una gran voltera, i e-hi havía un
tirany de cabres, que no més eren quatre passes,
però que, Si no 'l teníen ben paumetjat, amb una
mica d' un no res s' hi esgarriaven, i e-hi perdíen
es coní per dins aquells matars i mala petja.

S' al'lot feu just una passada p'es camí bo, i
una partida per aquella dressera tan curta, però
també tan envitricollada. La trescà tot lo dia, i a
boca de sól'lera digué:

, —Lo que 's diu ara, me puc presentar a sa Ca-
nova descansat.
Se 'n hi va, i com e-hi va esser, ja feia fosque-
ta. Trobà l'amo demunt es portal.

—iAlabat sía Deu, l amol

—iPer a sempre, bon jovel

—Si no vos dic per que venc, no hu sabreu.

—iSí que endevinesi

—lIdò jo me som alçat mercader de bous, i ve-
nía a veure si faríem qualque barrina. éNo 'n ten-
dríeu de venalsP :

—Si, però son a sa marina, i es enforet per
anar-hi anit. Romàn, i demà dematí mos hi espit-
Xarem.

(1) Possessió d' Artà, baix des Bec de Ferrutz.
",NA
174,"164 RONDAIES MALLORQUINES

 —Mercé me feis, romandré idò.

L'homo entra, i, mira qui mira per tot, aviat
l va sebre com estava aquella casa.

Es rebost tenía es portal dins sa cuina: i, men-

ç tres reçaven la corona, va veure passar sa ma-
dona i sa criada que hi duien, mig d' amagat,
enfilais de botifarrons.

Sopen, ets missatges, un després s' altre, se 'n
van a jeure, i ell se posa de corbeu dalt un pe-
drís de sa cuina.

—Al'lota, diu l amo a sa criada, treu un llençol
p'es mercader, i porà ter vía a jeure, que ja es
la mala hora.

—No us caleu molestar, diu s' estudiant, cap
llençol he mester, l'amo. Me sab greu anar an es
sostre perque deu negretjar de pusses, i en som

l massa anyívol. Ja m' ajocaré dalt aquest pedrís,
Si no vos Sab greu.

L'amo no se 'n acabava de fiar perque, com ell
també havía estudiat a sa Cova de Salamanca,
ses ombres d' aquell homo li semblaven més d' es-
tudiant de la sopa que de mercader.

Estigué incorregut de fer-lo anar per força an es
sostre, se'n va dins sa cambra, aont sa madona
ja se desvestía, i tengueren aquestes:

—No sé que m'he de dir d'aquest mercader,
diu ell. S' estima més, per jeure, es pedrís de sa
cuina que 's sostre.

—Idò, deixe 'l assaciar.

—Però tenc ànsia que no mos ne faça qual-
cuna, perque 'm sembla més estudiant de la sopa
que mercader... Í éque hi tens ets botitarrons dins l
es rebost

—Anit los hi hem duits.
",NA
175,"S' ESTUDIANT DE SA COVA... 165
—ldò idepressa a llevar sa clau des panyl que
no los mos faça seuvatjes.
S' estudiant se temé de tota aquesta conversa,
i, com sa madona anà a llevar sa- clau, el senti
amb uns roncos que feien retronar tota la casa, i
el va creure més adormit que una rabassa.
—No hi hauría importat llevar-la, digué sa ma-
dona com s'aticava devall es llençol. éAont la
vols2
—Devall es coixí es sa part més segura.
—eQue no sents ets roncos que ja fa2 No hi ha
que tenir por d' ell, nol
l —lIdò bada un poc, i per ventura te 'n duràs
qualque oblada...
—iCa, homol No plourà d' aquest tro... Ell lo
que 's diu tu sempre veus moros a la costa.
: —Idò jalerta tu a no veúure-los, i que, com te 'n
temes, ja t' hagen aplegadal
—éiA mi aplegar-me2 No basten tots ets moros
de Morería... i
—Deixa anar això, i acabem de dir es pare-nos-
ÍTOS, que encara mos ne falta un bon raig. l
' Acabats es pare-nostros, sa sòn los agarrota a
tots dos, i quedaren mes adormits que ún seuló.
S' estudiant, en que fes tan bons roncos, la te-
nía a ses soles de ses sabates a sa sòn, i reparà
de lo millor sa madona com llevava sa clau des
rebost i la: se 'n duia.
Com los-sentí que roncaven, se 'n entra de pun-
tes de puntes dins sa cambra, s' acosta an es cap
de sa madona, i escarnint sa. veu de l'amo, se
posa a dir-li com a mig adormiçat: l
—cAont es que l'has posada a Sa clau cAont
es que l'has posada2... i(Diguem-hol i
ds
",NA
176,"166 . RONDAIES MALLORQUINES .

—iJesúsi que tens ara2 deia ella adormiçada i
malembrosa.

—iSa claul... çA veure aont es sa clauP...
cAont l' has posadaP ,

—jAmb aquesta bona de claul... éNo hu sabs tu
aont es2...

—Però, idiguem-hol... iVajal

—Le tens devall es coixí, i m' has de venir a
desbaratar es sò, batzanot2 iNo 't vui sentir pusl...

Va esser ver que no'l sentí pus, perque s' es-
tudiant posa mà devall es coixí, treu sa clau, se 'n
va de puntes de puntes an es rebost. Obri, posa 's
botitarrons dins un covo, lleva sa barra de ses
portes de devant, i icap a sa Cova de Salamancal
per es camí bo, ben segur de que no importava
pendre sa dressera.

L'amo, recelós com estava, al punt hagué aca-
bat es sò: lo primer de tot, posa mà devall es
Coixí, i no hi troba sa clau.

Paupa qui paupa una i altre vegada, i la troba
manco. l

Pega bot des llit, se n va dins sa cuina, encén :
un llum: es mercader ja no hi era, es rebost esta-
va ubert..."" E-hi entra i no hi veu cap enfilai de
botifarrons, ni un per nat senyal.

—iNo la m' ha teta, que no la m' haja pensadal
diu més cremat que una espardenya. jAixò no pot

— esser més que un estudiant de sa Cova que deu
- ter s'axàmen. Me 'n hi vaig per sa dressera, i per
ventura encara los hi sauparé.

lja li ha envelat per aquella dressera, com un
coet, i, Si feria cap mac, rebotía bronint just una
bala. l

iQue me'n direu2 Ell fonc primer a sa Cova
que s' estudiant.
",NA
177,"S' ESTUDIANT DE SA COVA... 167

Se posa dret devora sa boca, i al punt el co-
lombra amb so covonet dalt s'espal'la, que se'n. — .
venia.

l que fa l'amo2 Se recordava prou de sa veu
des mestre, i se posa a escarnir-la, i la treia lo més
en el viu:

—eQue los duse li digué.

—iVaja, si los duci diu s'al'lot, ini ponedor
que no hi he deixatl

—iBe, homol... iAixí m' agradal... No res, ves
a treure es llum, i los mirarem, veam si son gaire
cosa... ijPosa es covo en terra primerl que deus
tenir s' ansa des coll que se romp.

—iCasi casil diu s' al:lot, ben cregut de que
allò era es mestre. /

Posa es còvo en terra, i se 'n entra a treure es
llum.

Va fer un poc de temps, perque no trobava
lluquets per encendre.

Com tengué encés, i Sortí demunt es portal, ja
no hi hagué mestre ni covo.

éCom e-hi havíen d'esser, si l'amo encara no
se va veure tot sol, com pega grapada an es covo,
i de d'allà s' ha dit cap a sa Ca-nova.

No prengué sa dressera perque venía massa l
cansat i per por de pegar una mala sótola, carre-
gat amb so covo.

Va pendre es camí bo, però no cregueu que hi
fes gaire fumades. Se'n anava tan atacat com
poría. :

Com s'estudiant se troba que es mestre i es
covo havíen descomparegut, e-hu va veure tot.

—jJja es l'amo que la m'ha fetal Se serà des-
pert, i m' ha trencat el devant per sa dressera. Ara

rr
",NA
